관측소명:완도
위도:34.315556
경도:126.759722
관측시간	조위(cm)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	
2021-01-13 09:05:00	312	8.30	32.50	-	-	-	-	0.2	-	-	2.3	1016.5	-	
2021-01-13 09:06:00	312	8.30	32.50	-	-	-	-	0.2	-	-	2.4	1016.5	-	
2021-01-13 09:07:00	312	8.30	32.50	-	-	-	-	0.2	-	-	2.4	1016.5	-	
2021-01-13 09:08:00	312	8.30	32.50	-	-	-	-	0.4	-	-	2.4	1016.5	-	
2021-01-13 09:09:00	312	8.30	32.50	-	-	-	-	0.2	-	-	2.4	1016.5	-	
2021-01-13 09:10:00	312	8.30	32.50	-	-	-	-	0.1	-	-	2.4	1016.5	-	
2021-01-13 09:11:00	312	8.30	32.50	-	-	-	-	0.2	-	-	2.4	1016.5	-	
2021-01-13 09:12:00	312	8.30	32.50	-	-	-	-	0.1	-	-	2.4	1016.5	-	
2021-01-13 09:13:00	312	8.30	32.50	-	-	-	-	0.2	-	-	2.4	1016.5	-	
2021-01-13 09:14:00	312	8.30	32.50	-	-	-	-	0.4	-	-	2.5	1016.5	-	
2021-01-13 09:15:00	312	8.30	32.50	-	-	-	-	0.3	-	-	2.5	1016.5	-	
2021-01-13 09:16:00	312	8.30	32.50	-	-	-	-	0.3	-	-	2.5	1016.5	-	
2021-01-13 09:17:00	312	8.30	32.50	-	-	-	-	0.4	-	-	2.6	1016.5	-	
2021-01-13 09:18:00	312	8.30	32.50	-	-	-	-	0.4	-	-	2.6	1016.5	-	
2021-01-13 09:19:00	312	8.30	32.50	-	-	-	-	0.6	-	-	2.6	1016.5	-	
2021-01-13 09:20:00	312	8.30	32.50	-	-	-	-	0.3	-	-	2.6	1016.5	-	
2021-01-13 09:21:00	312	8.30	32.50	-	-	-	-	0.2	-	-	2.7	1016.5	-	
2021-01-13 09:22:00	312	8.30	32.50	-	-	-	-	0.3	-	-	2.7	1016.5	-	
2021-01-13 09:23:00	312	8.30	32.50	-	-	-	-	0.4	-	-	2.8	1016.5	-	
2021-01-13 09:24:00	365	8.30	32.50	-	-	-	-	0.4	-	-	2.8	1016.5	-	
2021-01-13 09:25:00	366	8.30	32.50	-	-	-	-	0.0	-	-	2.9	1016.5	-	
2021-01-13 09:26:00	366	8.30	32.50	-	-	-	-	0.0	-	-	2.9	1016.5	-	
2021-01-13 09:27:00	368	8.30	32.50	-	-	-	-	0.2	-	-	3.0	1016.5	-	
2021-01-13 09:28:00	368	8.30	32.50	-	-	-	-	0.4	-	-	3.0	1016.4	-	
2021-01-13 09:29:00	368	8.30	32.50	-	-	-	-	0.2	-	-	3.1	1016.4	-	
2021-01-13 09:30:00	368	8.30	32.50	-	-	-	-	0.1	-	-	3.1	1016.4	-	
2021-01-13 09:31:00	368	8.30	32.50	-	-	-	-	0.0	-	-	3.2	1016.4	-	
2021-01-13 09:32:00	368	8.30	32.50	-	-	-	-	0.0	-	-	3.3	1016.4	-	
2021-01-13 09:33:00	368	8.40	32.40	-	-	-	-	0.4	-	-	3.3	1016.4	-	
2021-01-13 09:34:00	368	8.40	32.40	-	-	-	-	0.3	-	-	3.3	1016.4	-	
2021-01-13 09:35:00	368	8.40	32.40	-	-	-	-	0.1	-	-	3.4	1016.4	-	
2021-01-13 09:36:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.5	1016.4	-	
2021-01-13 09:37:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.5	1016.4	-	
2021-01-13 09:38:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.5	1016.4	-	
2021-01-13 09:39:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.6	1016.4	-	
2021-01-13 09:40:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.6	1016.4	-	
2021-01-13 09:41:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.8	1016.5	-	
2021-01-13 09:42:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.9	1016.5	-	
2021-01-13 09:43:00	368	8.40	32.40	-	-	-	-	0.0	-	-	3.9	1016.4	-	
2021-01-13 09:44:00	368	8.40	32.40	-	-	-	-	0.2	-	-	3.9	1016.4	-	
2021-01-13 09:45:00	368	8.40	32.40	-	-	-	-	0.1	-	-	3.9	1016.4	-	
2021-01-13 09:46:00	368	8.40	32.40	-	-	-	-	0.0	-	-	4.0	1016.4	-	
2021-01-13 09:47:00	368	8.40	32.40	-	-	-	-	0.3	-	-	4.0	1016.5	-	
2021-01-13 09:48:00	368	8.40	32.40	-	-	-	-	0.4	-	-	3.9	1016.5	-	
2021-01-13 09:49:00	368	8.40	32.40	-	-	-	-	0.6	-	-	3.9	1016.5	-	
2021-01-13 09:50:00	368	8.40	32.40	-	-	-	-	0.6	-	-	3.9	1016.5	-	
2021-01-13 09:51:00	368	8.40	32.40	-	-	-	-	0.3	-	-	4.0	1016.5	-	
2021-01-13 09:52:00	368	8.40	32.40	-	-	-	-	0.4	-	-	4.0	1016.5	-	
2021-01-13 09:53:00	368	8.40	32.40	-	-	-	-	0.5	-	-	4.0	1016.5	-	
2021-01-13 09:54:00	368	8.40	32.40	-	-	-	-	0.4	-	-	4.1	1016.5	-	
2021-01-13 09:55:00	368	8.40	32.40	-	-	-	-	0.4	-	-	4.2	1016.5	-	
2021-01-13 09:56:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 09:57:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 09:58:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 09:59:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:01:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:02:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:03:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:04:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:06:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:07:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:08:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:09:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:11:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:12:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:13:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:14:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:16:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:17:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:18:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:19:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:21:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:22:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:23:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:24:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:26:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:27:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:28:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:29:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:31:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:32:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:33:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:34:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:36:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:37:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:38:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:39:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:41:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:42:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:43:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:44:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:46:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:47:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:48:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:49:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:51:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:52:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:53:00	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-01-13 10:54:00	380	8.50	32.50	-	-	-	-	0.0	북서	324	6.0	1016.1	-	
2021-01-13 10:55:00	380	8.50	32.50	-	-	-	-	0.7	북서	325	5.9	1016.2	-	
2021-01-13 10:56:00	380	8.50	32.50	-	-	-	-	0.6	북서	325	6.0	1016.2	-	
2021-01-13 10:57:00	380	8.50	32.50	-	-	-	-	0.4	북서	325	6.1	1016.2	-	
2021-01-13 10:58:00	380	8.50	32.50	-	-	-	-	0.4	북서	324	6.2	1016.1	-	
2021-01-13 10:59:00	380	8.50	32.50	-	-	-	-	1.1	북	354	6.3	1016.1	-	
2021-01-13 11:00:00	379	8.50	32.50	-	-	-	-	1.2	동	89	6.4	1016.1	-	
2021-01-13 11:01:00	379	8.50	32.50	-	-	-	-	1.3	동	91	6.4	1016.1	-	
2021-01-13 11:02:00	379	8.50	32.50	-	-	-	-	1.3	동	89	6.5	1016.1	-	
2021-01-13 11:03:00	397	8.50	32.50	-	-	-	-	0.4	동	94	6.7	1016.1	-	
2021-01-13 11:04:00	-100	8.60	32.50	-	-	-	-	0.9	북동	52	6.7	1016.1	-	
2021-01-13 11:05:00	-100	8.60	32.50	-	-	-	-	1.0	북북동	23	6.7	1016.1	-	
2021-01-13 11:06:00	-100	8.60	32.50	-	-	-	-	0.7	북북동	27	6.8	1016.1	-	
2021-01-13 11:07:00	-100	8.60	32.50	-	-	-	-	0.6	북북동	28	6.9	1015.9	-	
2021-01-13 11:08:00	-100	8.60	32.50	-	-	-	-	0.7	북북동	34	7.1	1015.9	-	
2021-01-13 11:09:00	-100	8.60	32.50	-	-	-	-	0.6	북	8	7.2	1016.1	-	
2021-01-13 11:10:00	-100	8.60	32.50	-	-	-	-	1.0	북	357	7.5	1015.9	-	
2021-01-13 11:11:00	-100	8.60	32.50	-	-	-	-	1.7	남	179	7.9	1015.9	-	
2021-01-13 11:12:00	-100	8.60	32.50	-	-	-	-	1.3	서	262	8.1	1015.9	-	
2021-01-13 11:13:00	-100	8.60	32.50	-	-	-	-	3.1	서남서	252	8.9	1015.7	-	
2021-01-13 11:14:00	-100	8.60	32.50	-	-	-	-	3.1	서남서	254	9.3	1015.7	-	
2021-01-13 11:15:00	-100	8.60	32.50	-	-	-	-	1.9	서남서	249	9.5	1015.9	-	
2021-01-13 11:16:00	-100	8.60	32.50	-	-	-	-	1.8	서남서	245	9.7	1015.7	-	
2021-01-13 11:17:00	-100	8.60	32.50	-	-	-	-	2.8	서남서	249	9.9	1015.7	-	
2021-01-13 11:18:00	-100	8.60	32.50	-	-	-	-	2.4	남서	234	10.1	1015.7	-	
2021-01-13 11:19:00	-100	8.60	32.50	-	-	-	-	3.2	서남서	243	10.2	1015.7	-	
2021-01-13 11:20:00	-100	8.60	32.50	-	-	-	-	2.4	서남서	244	10.3	1015.7	-	
2021-01-13 11:21:00	-100	8.60	32.50	-	-	-	-	2.0	서	260	10.3	1015.7	-	
2021-01-13 11:22:00	-100	8.60	32.50	-	-	-	-	2.1	서	266	10.4	1015.7	-	
2021-01-13 11:23:00	-100	8.60	32.50	-	-	-	-	1.6	서남서	240	10.5	1015.7	-	
2021-01-13 11:24:00	-100	8.60	32.50	-	-	-	-	2.2	서남서	246	10.5	1015.7	-	
2021-01-13 11:25:00	-100	8.60	32.50	-	-	-	-	2.3	서남서	244	10.6	1015.7	-	
2021-01-13 11:26:00	-100	8.60	32.50	-	-	-	-	3.2	남서	222	10.6	1015.6	-	
2021-01-13 11:27:00	-100	8.60	32.50	-	-	-	-	3.4	서남서	247	10.7	1015.6	-	
2021-01-13 11:28:00	-100	8.60	32.50	-	-	-	-	3.8	서남서	243	10.7	1015.6	-	
2021-01-13 11:29:00	-100	8.60	32.50	-	-	-	-	2.7	서남서	248	10.7	1015.6	-	
2021-01-13 11:30:00	-100	8.60	32.50	-	-	-	-	2.8	서남서	254	10.7	1015.6	-	
2021-01-13 11:31:00	-100	8.60	32.60	-	-	-	-	3.8	서남서	241	10.7	1015.6	-	
2021-01-13 11:32:00	-100	8.60	32.60	-	-	-	-	3.0	서남서	244	10.7	1015.4	-	
2021-01-13 11:33:00	268	8.60	32.60	-	-	-	-	2.9	서남서	239	10.7	1015.6	-	
2021-01-13 11:34:00	268	8.60	32.60	-	-	-	-	2.0	남서	233	10.8	1015.6	-	
2021-01-13 11:35:00	268	8.60	32.60	-	-	-	-	2.6	서남서	245	10.8	1015.4	-	
2021-01-13 11:36:00	268	8.70	32.50	-	-	-	-	3.9	서남서	245	10.8	1015.6	-	
2021-01-13 11:37:00	384	8.70	32.50	-	-	-	-	2.6	서남서	253	10.9	1015.6	-	
2021-01-13 11:38:00	383	8.70	32.50	-	-	-	-	3.4	서남서	253	11.0	1015.6	-	
2021-01-13 11:39:00	383	8.70	32.50	-	-	-	-	2.6	서	266	11.0	1015.4	-	
2021-01-13 11:40:00	382	8.70	32.50	-	-	-	-	2.8	서	264	11.0	1015.6	-	
2021-01-13 11:41:00	381	8.70	32.50	-	-	-	-	2.7	서남서	245	11.0	1015.4	-	
2021-01-13 11:42:00	380	8.70	32.50	-	-	-	-	3.5	서남서	256	11.0	1015.4	-	
2021-01-13 11:43:00	379	8.70	32.50	-	-	-	-	2.4	남서	225	11.0	1015.4	-	
2021-01-13 11:44:00	-100	8.70	32.50	-	-	-	-	3.8	남서	236	11.2	1015.4	-	
2021-01-13 11:45:00	-100	8.70	32.50	-	-	-	-	3.4	서남서	255	11.1	1015.4	-	
2021-01-13 11:46:00	-100	8.70	32.50	-	-	-	-	3.4	서남서	244	11.1	1015.6	-	
2021-01-13 11:47:00	-100	8.70	32.50	-	-	-	-	2.0	서남서	245	11.1	1015.4	-	
2021-01-13 11:48:00	-100	8.70	32.50	-	-	-	-	1.7	남서	232	11.1	1015.4	-	
2021-01-13 11:49:00	-100	8.70	32.50	-	-	-	-	2.8	서	265	11.2	1015.4	-	
2021-01-13 11:50:00	-100	8.70	32.50	-	-	-	-	2.3	서	275	11.2	1015.4	-	
2021-01-13 11:51:00	-100	8.70	32.50	-	-	-	-	3.0	서남서	252	11.1	1015.4	-	
2021-01-13 11:52:00	-100	8.70	32.50	-	-	-	-	4.3	서남서	253	11.1	1015.4	-	
2021-01-13 11:53:00	-100	8.70	32.50	-	-	-	-	4.0	서남서	256	11.1	1015.4	-	
2021-01-13 11:54:00	-100	8.70	32.50	-	-	-	-	5.1	서	269	11.1	1015.4	-	
2021-01-13 11:55:00	-100	8.70	32.50	-	-	-	-	3.9	서	274	11.1	1015.4	-	
2021-01-13 11:56:00	-100	8.70	32.60	-	-	-	-	4.8	서	264	11.1	1015.4	-	
2021-01-13 11:57:00	-100	8.70	32.60	-	-	-	-	4.8	서남서	256	11.1	1015.4	-	
2021-01-13 11:58:00	-100	8.70	32.60	-	-	-	-	3.4	서남서	254	11.1	1015.4	-	
2021-01-13 11:59:00	268	8.70	32.60	-	-	-	-	2.9	서남서	246	11.2	1015.4	-	
2021-01-13 12:00:00	367	8.70	32.60	-	-	-	-	3.7	남서	229	11.2	1015.4	-	
2021-01-13 12:01:00	367	8.70	32.60	-	-	-	-	3.1	서남서	251	11.2	1015.4	-	
2021-01-13 12:02:00	366	8.70	32.60	-	-	-	-	2.0	서남서	252	11.3	1015.4	-	
2021-01-13 12:03:00	366	8.70	32.60	-	-	-	-	2.5	서남서	238	11.3	1015.4	-	
2021-01-13 12:04:00	364	8.70	32.60	-	-	-	-	3.6	서남서	245	11.3	1015.4	-	
2021-01-13 12:05:00	364	8.70	32.60	-	-	-	-	3.1	서남서	250	11.3	1015.2	-	
2021-01-13 12:06:00	364	8.70	32.60	-	-	-	-	4.9	서남서	253	11.2	1015.2	-	
2021-01-13 12:07:00	363	8.70	32.60	-	-	-	-	6.2	서남서	258	11.1	1015.2	-	
2021-01-13 12:08:00	361	8.80	32.50	-	-	-	-	4.5	서남서	247	11.2	1015.2	-	
2021-01-13 12:09:00	360	8.80	32.50	-	-	-	-	3.0	북	0	11.2	1015.2	-	
2021-01-13 12:10:00	359	8.80	32.50	-	-	-	-	3.0	북	0	11.2	1015.2	-	
2021-01-13 12:11:00	359	8.80	32.50	-	-	-	-	2.6	서남서	238	11.3	1015.2	-	
2021-01-13 12:12:00	358	8.80	32.50	-	-	-	-	3.6	서남서	253	11.3	1015.2	-	
2021-01-13 12:13:00	357	8.80	32.60	-	-	-	-	2.4	서남서	242	11.3	1015.2	-	
2021-01-13 12:14:00	356	8.80	32.60	-	-	-	-	4.8	서남서	245	11.3	1015.2	-	
2021-01-13 12:15:00	355	8.80	32.60	-	-	-	-	3.8	서남서	252	11.3	1015.2	-	
2021-01-13 12:16:00	355	8.80	32.60	-	-	-	-	1.8	서남서	238	11.4	1015.1	-	
2021-01-13 12:17:00	354	8.80	32.60	-	-	-	-	2.7	서	268	11.4	1015.1	-	
2021-01-13 12:18:00	353	8.80	32.60	-	-	-	-	4.2	서남서	256	11.4	1015.1	-	
2021-01-13 12:19:00	351	8.80	32.60	-	-	-	-	3.1	서남서	248	11.5	1015.1	-	
2021-01-13 12:20:00	351	8.80	32.60	-	-	-	-	3.1	서	265	11.5	1014.9	-	
2021-01-13 12:21:00	351	8.80	32.60	-	-	-	-	2.4	서남서	256	11.5	1015.1	-	
2021-01-13 12:22:00	349	8.80	32.60	-	-	-	-	2.6	서남서	244	11.5	1015.1	-	
2021-01-13 12:23:00	349	8.80	32.60	-	-	-	-	3.5	서	265	11.6	1015.1	-	
2021-01-13 12:24:00	347	8.80	32.60	-	-	-	-	2.7	서남서	256	11.6	1015.1	-	
2021-01-13 12:25:00	346	8.80	32.60	-	-	-	-	3.1	서남서	249	11.5	1014.9	-	
2021-01-13 12:26:00	346	8.90	32.50	-	-	-	-	3.6	서남서	255	11.5	1015.1	-	
2021-01-13 12:27:00	344	8.90	32.50	-	-	-	-	2.2	서	268	11.5	1015.1	-	
2021-01-13 12:28:00	344	8.90	32.50	-	-	-	-	2.2	서	269	11.5	1015.1	-	
2021-01-13 12:29:00	341	8.90	32.50	-	-	-	-	4.3	서	260	11.5	1014.9	-	
2021-01-13 12:30:00	341	8.90	32.50	-	-	-	-	3.8	서남서	251	11.5	1015.1	-	
2021-01-13 12:31:00	339	8.90	32.50	-	-	-	-	3.1	서	262	11.5	1014.9	-	
2021-01-13 12:32:00	339	8.90	32.50	-	-	-	-	2.0	서	259	11.5	1014.9	-	
2021-01-13 12:33:00	339	8.90	32.50	-	-	-	-	2.4	서	268	11.5	1014.9	-	
2021-01-13 12:34:00	337	8.90	32.50	-	-	-	-	3.8	서남서	242	11.4	1014.9	-	
2021-01-13 12:35:00	336	8.90	32.50	-	-	-	-	2.4	서	261	11.4	1014.9	-	
2021-01-13 12:36:00	334	8.90	32.50	-	-	-	-	6.1	서	259	11.4	1014.9	-	
2021-01-13 12:37:00	334	8.90	32.50	-	-	-	-	5.9	서남서	255	11.4	1014.9	-	
2021-01-13 12:38:00	333	8.90	32.50	-	-	-	-	5.9	서	263	11.3	1014.8	-	
2021-01-13 12:39:00	331	8.90	32.50	-	-	-	-	5.2	서남서	245	11.3	1014.8	-	
2021-01-13 12:40:00	331	8.90	32.50	-	-	-	-	6.2	서	261	11.3	1014.8	-	
2021-01-13 12:41:00	329	8.90	32.50	-	-	-	-	4.8	서남서	253	11.3	1014.8	-	
2021-01-13 12:42:00	329	8.90	32.50	-	-	-	-	6.7	서남서	250	11.3	1014.8	-	
2021-01-13 12:43:00	329	8.90	32.50	-	-	-	-	3.9	서남서	237	11.4	1014.8	-	
2021-01-13 12:44:00	327	8.90	32.50	-	-	-	-	5.4	서남서	250	11.4	1014.8	-	
2021-01-13 12:45:00	326	8.90	32.50	-	-	-	-	5.5	서남서	246	11.4	1014.8	-	
2021-01-13 12:46:00	325	8.90	32.50	-	-	-	-	6.6	서남서	249	11.4	1014.8	-	
2021-01-13 12:47:00	325	8.90	32.50	-	-	-	-	5.7	서남서	250	11.4	1014.8	-	
2021-01-13 12:48:00	324	8.90	32.50	-	-	-	-	5.2	서남서	250	11.4	1014.8	-	
2021-01-13 12:49:00	322	8.90	32.50	-	-	-	-	4.1	서남서	237	11.5	1014.6	-	
2021-01-13 12:50:00	321	8.90	32.50	-	-	-	-	5.2	남서	225	11.5	1014.8	-	
2021-01-13 12:51:00	320	8.90	32.50	-	-	-	-	3.8	서	269	11.6	1014.8	-	
2021-01-13 12:52:00	320	8.90	32.50	-	-	-	-	4.5	서남서	239	11.6	1014.8	-	
2021-01-13 12:53:00	319	8.90	32.50	-	-	-	-	4.8	서	263	11.5	1014.8	-	
2021-01-13 12:54:00	318	8.90	32.50	-	-	-	-	6.8	서남서	254	11.4	1014.8	-	
2021-01-13 12:55:00	315	8.90	32.50	-	-	-	-	5.7	서	264	11.4	1014.6	-	
2021-01-13 12:56:00	314	8.90	32.50	-	-	-	-	6.4	서남서	251	11.4	1014.8	-	
2021-01-13 12:57:00	314	8.90	32.50	-	-	-	-	4.8	서남서	251	11.5	1014.8	-	
2021-01-13 12:58:00	313	8.90	32.50	-	-	-	-	5.5	서	264	11.5	1014.8	-	
2021-01-13 12:59:00	312	8.90	32.50	-	-	-	-	4.5	서남서	258	11.5	1014.8	-	
2021-01-13 13:00:00	310	8.90	32.50	-	-	-	-	5.4	서남서	256	11.6	1014.6	-	
2021-01-13 13:01:00	309	8.90	32.50	-	-	-	-	4.8	서남서	238	11.6	1014.8	-	
2021-01-13 13:02:00	309	8.90	32.50	-	-	-	-	5.1	서	260	11.6	1014.8	-	
2021-01-13 13:03:00	308	8.90	32.50	-	-	-	-	3.4	서남서	254	11.7	1014.8	-	
2021-01-13 13:04:00	306	8.90	32.50	-	-	-	-	3.6	서남서	255	11.7	1014.8	-	
2021-01-13 13:05:00	302	8.90	32.50	-	-	-	-	3.3	서남서	254	11.7	1014.8	-	
2021-01-13 13:06:00	302	8.90	32.50	-	-	-	-	4.5	서남서	256	11.7	1014.8	-	
2021-01-13 13:07:00	302	8.90	32.50	-	-	-	-	5.2	서남서	252	11.7	1014.6	-	
2021-01-13 13:08:00	300	8.90	32.50	-	-	-	-	4.1	서남서	249	11.7	1014.8	-	
2021-01-13 13:09:00	298	8.90	32.50	-	-	-	-	2.9	서남서	254	11.8	1014.6	-	
2021-01-13 13:10:00	296	8.90	32.50	-	-	-	-	6.3	서남서	255	11.8	1014.6	-	
2021-01-13 13:11:00	295	8.90	32.50	-	-	-	-	4.3	서남서	254	11.7	1014.6	-	
2021-01-13 13:12:00	295	8.90	0.10	-	-	-	-	4.1	서남서	255	11.8	1014.8	-	
2021-01-13 13:13:00	294	8.90	0.00	-	-	-	-	4.5	서	262	11.7	1014.6	-	
2021-01-13 13:14:00	294	8.80	-	-	-	-	-	4.8	서남서	244	11.9	1014.6	-	
2021-01-13 13:15:00	291	8.90	0.00	-	-	-	-	4.5	서남서	242	11.8	1014.6	-	
2021-01-13 13:16:00	290	8.90	33.30	-	-	-	-	4.8	서남서	254	11.7	1014.6	-	
2021-01-13 13:17:00	290	8.90	33.30	-	-	-	-	5.2	서	266	11.8	1014.6	-	
2021-01-13 13:18:00	290	8.90	33.30	-	-	-	-	4.2	서	262	11.9	1014.6	-	
2021-01-13 13:19:00	288	8.90	33.30	-	-	-	-	4.6	서남서	246	11.8	1014.4	-	
2021-01-13 13:20:00	286	8.90	33.30	-	-	-	-	4.1	서	266	11.9	1014.4	-	
2021-01-13 13:21:00	284	8.90	33.30	-	-	-	-	6.6	서남서	250	11.8	1014.3	-	
2021-01-13 13:22:00	284	8.90	33.30	-	-	-	-	7.2	서남서	257	11.8	1014.4	-	
2021-01-13 13:23:00	284	8.90	33.30	-	-	-	-	7.6	서남서	240	11.7	1014.4	-	
2021-01-13 13:24:00	284	8.90	33.30	-	-	-	-	4.0	남서	233	11.8	1014.4	-	
2021-01-13 13:25:00	282	8.90	33.30	-	-	-	-	3.9	서남서	252	11.9	1014.4	-	
2021-01-13 13:26:00	281	8.90	33.30	-	-	-	-	4.0	서	270	11.9	1014.4	-	
2021-01-13 13:27:00	281	8.90	33.30	-	-	-	-	3.9	서남서	245	11.9	1014.4	-	
2021-01-13 13:28:00	279	8.90	33.30	-	-	-	-	5.0	서남서	249	11.9	1014.4	-	
2021-01-13 13:29:00	279	8.90	33.30	-	-	-	-	5.3	서	260	11.8	1014.4	-	
2021-01-13 13:30:00	276	8.90	33.30	-	-	-	-	6.3	서남서	244	11.8	1014.4	-	
2021-01-13 13:31:00	275	8.90	33.30	-	-	-	-	6.2	서남서	254	11.8	1014.4	-	
2021-01-13 13:32:00	275	8.90	33.30	-	-	-	-	6.7	서남서	253	11.8	1014.4	-	
2021-01-13 13:33:00	273	8.90	33.30	-	-	-	-	6.6	서남서	258	11.8	1014.3	-	
2021-01-13 13:34:00	273	8.90	33.30	-	-	-	-	5.5	서남서	249	11.8	1014.4	-	
2021-01-13 13:35:00	269	8.90	33.30	-	-	-	-	5.7	서남서	252	11.8	1014.4	-	
2021-01-13 13:36:00	268	8.90	33.30	-	-	-	-	5.6	서	261	11.9	1014.4	-	
2021-01-13 13:37:00	267	8.90	33.30	-	-	-	-	6.7	서남서	249	11.8	1014.4	-	
2021-01-13 13:38:00	267	8.90	33.30	-	-	-	-	6.0	서남서	252	11.8	1014.4	-	
2021-01-13 13:39:00	266	8.90	33.30	-	-	-	-	5.0	서남서	249	11.9	1014.3	-	
2021-01-13 13:40:00	263	8.90	33.30	-	-	-	-	3.5	서남서	252	11.9	1014.4	-	
2021-01-13 13:41:00	261	8.90	33.30	-	-	-	-	5.9	서남서	257	11.9	1014.3	-	
2021-01-13 13:42:00	260	8.90	33.30	-	-	-	-	6.2	서	262	12.0	1014.3	-	
2021-01-13 13:43:00	260	8.90	33.30	-	-	-	-	5.8	서남서	255	12.0	1014.3	-	
